topology,vehicle_count,seed,architecture,backhaul_extra_latency_ms,case_id,committed,view,leader,prepare_votes,commit_votes,started_at,committed_at,view_changes,reason,message_count,bytes_sent,safety_violation,semantic_proposal_valid,fault_activated,validator_rechecks,validator_recheck_failures,invalid_proposal_attempted
urban_roundabout,60,1003,distributed_density_honest,,case-urban_roundabout-1003-veh_027-w0001,True,0,rsu-3,4,4,29.084747791293953,29.12374402307007,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,60,1003,distributed_density_honest,,case-urban_roundabout-1003-veh_035-w0001,True,0,rsu-3,4,4,29.165682562520345,29.20232238401526,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1003,distributed_density_honest,,case-urban_roundabout-1003-veh_006-w0002,True,0,rsu-2,4,4,44.01537837597671,44.04525798048193,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1003,distributed_density_honest,,case-urban_roundabout-1003-veh_027-w0002,True,0,rsu-1,4,4,44.071021378151116,44.11080280977718,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1003,distributed_density_honest,,case-urban_roundabout-1003-veh_035-w0002,True,0,rsu-4,4,4,44.1593281699042,44.196435696833156,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1004,distributed_density_honest,,case-urban_roundabout-1004-veh_003-w0000,True,0,rsu-2,4,4,14.039836888009013,14.079023154055756,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,60,1004,distributed_density_honest,,case-urban_roundabout-1004-veh_003-w0001,True,0,rsu-2,4,4,29.042294139693407,29.079516545459594,0,committed,28,10432,False,True,False,4,0,False
urban_roundabout,60,1004,distributed_density_honest,,case-urban_roundabout-1004-veh_027-w0001,True,0,rsu-3,4,4,29.088974651964534,29.126567169608162,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1004,distributed_density_honest,,case-urban_roundabout-1004-veh_035-w0001,True,0,rsu-2,4,4,29.173810739171746,29.212123282262674,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1004,distributed_density_honest,,case-urban_roundabout-1004-veh_027-w0002,True,0,rsu-1,4,4,44.040055616657064,44.076097285268126,0,committed,27,10080,False,True,False,4,0,False
urban_roundabout,60,1004,distributed_density_honest,,case-urban_roundabout-1004-veh_035-w0002,True,0,rsu-2,4,4,44.153189852258315,44.19121049411589,0,committed,27,10080,False,True,False,4,0,False
