topology,ttl_seconds,from_vehicle_count,to_vehicle_count,metric,previous_mean,current_mean,absolute_change,relative_change
corridor,5.0,20,40,mean_active_vehicles,17.8,35.589473684210525,17.789473684210524,0.9994086339444114
corridor,5.0,20,40,peak_active_vehicles,20.0,40.0,20.0,1.0
corridor,5.0,20,40,cache_hits,1189.7,2343.6,1153.8999999999999,0.9699083802639319
corridor,5.0,20,40,cache_misses,496.3,1034.4,538.1000000000001,1.0842232520652832
corridor,5.0,20,40,cache_hit_rate,0.7056346381969159,0.6937833037300177,-0.011851334466898122,-0.016795284450861758
corridor,5.0,20,40,v2i_queries,496.3,1034.4,538.1000000000001,1.0842232520652832
corridor,5.0,20,40,v2i_queries_avoided,1189.7,2343.6,1153.8999999999999,0.9699083802639319
corridor,5.0,20,40,query_failures,0.0,0.0,0.0,
corridor,5.0,20,40,accepted,1257.3,2483.7,1226.3999999999999,0.9754235266046289
corridor,5.0,20,40,rejected,428.7,894.3,465.59999999999997,1.086074177746676
corridor,5.0,20,40,anomaly_escalations,35.9,67.1,31.199999999999996,0.8690807799442896
corridor,5.0,20,40,stale_trust_acceptances,16.7,29.0,12.3,0.7365269461077845
corridor,5.0,20,40,stale_acceptance_rate,0.00990510083036769,0.0085849615156897,-0.00132013931467799,-0.13327873560162282
corridor,5.0,20,40,authorization_latency_mean_ms,5.164088216110341,5.359803175820975,0.19571495971063424,0.03789922858019055
corridor,5.0,20,40,authorization_latency_p95_ms,21.020299387688503,21.111557472364712,0.091258084676209,0.004341426494127788
corridor,5.0,20,40,messages_total,1012.6,2111.6,1099.0,1.0853249061821055
corridor,5.0,20,40,messages_per_interaction,0.6005931198102017,0.6251036116044997,0.024510491794297984,0.04081047715305787
corridor,5.0,20,40,bytes_total,711436.8,1485939.2,774502.3999999999,1.0886454004066135
corridor,5.0,20,40,bytes_per_interaction,421.9672597864769,439.88727057430435,17.920010787827437,0.04246777533616065
corridor,5.0,20,40,cache_entries_final,222.9,477.1,254.20000000000002,1.1404217137729924
corridor,5.0,20,40,cache_entries_peak,222.9,477.1,254.20000000000002,1.1404217137729924
corridor,5.0,40,60,observed_vehicle_count,40.0,60.0,20.0,0.5
corridor,5.0,40,60,interactions,3378.0,4952.1,1574.1000000000004,0.46598579040852584
corridor,5.0,40,60,mean_active_vehicles,35.589473684210525,52.148421052631576,16.55894736842105,0.465276545400769
corridor,5.0,40,60,peak_active_vehicles,40.0,60.0,20.0,0.5
