architecture,TP,FP,TN,FN,trust_precision,malicious_revocation_recall,false_revocation_rate,malicious_acceptance_rate,specificity,trust_f1,mcc,detection_latency_p95_ms,qualification_latency_p95_ms,consensus_latency_p95_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,ledger_consistency_delay_p95_ms,messages_total,messages_per_decision,bytes_total,bytes_per_decision,retransmissions,mean_queue_delay_ms,packet_delivery_ratio,consensus_success_rate,consensus_liveness_failures,safety_violations,view_changes,ledger_blocks,ledger_consistent,state_recoveries,false_revocations_from_compromise,runtime_seconds,topology,vehicle_count,seed,backhaul_extra_latency_ms,cpu_time_seconds,peak_memory_kb
central_crn_operational_0ms,13,2,424,19,0.8666666666666667,0.40625,0.004694835680751174,0.59375,0.9953051643192489,0.5531914893617021,0.5751452159984157,11000.0,14203.016585120526,0.0,14120.162955612279,14346.538569532773,14380.524727631944,1.0000000000012221,12917,28.20305676855895,9093568,19854.951965065502,252,5837.098807463867,0.9804908260431989,,0,0,0,15,1,0,0,3.3436649999930523,smoke,100,1006,0.0,3.234375,11378.8046875
distributed_crn_honest,16,3,426,16,0.8421052631578947,0.5,0.006993006993006993,0.5,0.993006993006993,0.6274509803921569,0.6303311642288979,10000.0,14178.96501572972,392.46459655489747,14271.980570868749,14589.470341927587,14626.753039992876,13.403737440091845,9073,19.68112798264642,7671296,16640.555314533623,167,4881.123773680969,0.9814835225394026,1.0,0,0,0,19,1,0,0,4.125631000002613,smoke,100,1007,0.0,4.0625,10711.40625
central_crn_available_0ms,16,3,426,16,0.8421052631578947,0.5,0.006993006993006993,0.5,0.993006993006993,0.6274509803921569,0.6303311642288979,10000.0,14204.915076604831,0.0,14126.74403390038,14333.481599667579,14366.479296975256,1.0000000000012221,13078,28.36876355748373,9206912,19971.609544468545,241,5851.877487690105,0.9814956415354029,,0,0,0,19,1,0,0,3.5658372000034433,smoke,100,1007,0.0,3.390625,11532.0078125
central_crn_operational_0ms,16,3,426,16,0.8421052631578947,0.5,0.006993006993006993,0.5,0.993006993006993,0.6274509803921569,0.6303311642288979,10000.0,14204.915076604831,0.0,14126.449468847684,14333.494666647819,14366.498568472722,1.0000000000012221,13078,28.36876355748373,9206912,19971.609544468545,241,5851.877487690105,0.9814956415354029,,0,0,0,19,1,0,0,3.3817359999811742,smoke,100,1007,0.0,3.3125,11521.296875
distributed_crn_honest,13,2,417,17,0.8666666666666667,0.43333333333333335,0.00477326968973747,0.5666666666666667,0.9952267303102625,0.5777777777777778,0.5955097034382407,11000.0,14195.394325611776,385.36323234937834,14254.470356192247,14580.757557961153,14612.295978231434,15.695043335278845,8596,19.14476614699332,7662848,17066.47661469933,166,4946.547869651245,0.9806886924150768,1.0,0,0,0,15,1,0,0,3.932215900014853,smoke,100,1008,0.0,3.921875,10225.271484375
central_crn_available_0ms,13,2,417,17,0.8666666666666667,0.43333333333333335,0.00477326968973747,0.5666666666666667,0.9952267303102625,0.5777777777777778,0.5955097034382407,11000.0,14245.000084854124,0.0,14120.817280800211,14348.97250960513,14375.297428928736,1.0000000000012221,12524,27.893095768374163,8816896,19636.739420935413,244,5826.028766529081,0.9805174065793676,,0,0,0,15,1,0,0,3.422400599985849,smoke,100,1008,0.0,3.375,11041.0869140625
central_crn_operational_0ms,13,2,417,17,0.8666666666666667,0.43333333333333335,0.00477326968973747,0.5666666666666667,0.9952267303102625,0.5777777777777778,0.5955097034382407,11000.0,14245.000084854124,0.0,14120.817280800211,14348.97250960513,14375.297428928736,1.0000000000012221,12524,27.893095768374163,8816896,19636.739420935413,244,5826.028766529081,0.9805174065793676,,0,0,0,15,1,0,0,3.282076600007713,smoke,100,1008,0.0,3.28125,11040.9462890625
distributed_crn_honest,15,2,425,17,0.8823529411764706,0.46875,0.00468384074941452,0.53125,0.9953161592505855,0.6122448979591837,0.6257966459501901,11000.0,14195.8911746139,284.2920408880907,14226.83413065899,14453.0268670885,14490.33695196881,16.390903016312564,8982,19.568627450980394,7576800,16507.18954248366,205,4893.892205429162,0.9771765753729682,1.0,0,0,0,17,1,0,0,3.877248300006613,smoke,100,1009,0.0,3.859375,10590.9208984375
central_crn_available_0ms,15,2,425,17,0.8823529411764706,0.46875,0.00468384074941452,0.53125,0.9953161592505855,0.6122448979591837,0.6257966459501901,11000.0,14215.539285942074,0.0,14137.45180854303,14361.501706241514,14406.73340655305,1.0000000000012221,12991,28.302832244008716,9145664,19925.193899782134,294,5812.903700716737,0.977368947733046,,0,0,0,17,1,0,0,3.396385400003055,smoke,100,1009,0.0,3.375,11420.328125
central_crn_operational_0ms,15,2,425,17,0.8823529411764706,0.46875,0.00468384074941452,0.53125,0.9953161592505855,0.6122448979591837,0.6257966459501901,11000.0,14215.539285942074,0.0,14137.45180854303,14359.219463464608,14406.756972893554,1.0000000000012221,12991,28.302832244008716,9145664,19925.193899782134,294,5812.903700716737,0.977368947733046,,0,0,0,17,1,0,0,3.5521169000130612,smoke,100,1009,0.0,3.515625,11418.71875
distributed_crn_honest,11,3,417,19,0.7857142857142857,0.36666666666666664,0.007142857142857143,0.6333333333333333,0.9928571428571429,0.5,0.5165420323871209,10549.999999999955,14171.16636308751,298.6551878316613,14203.466512214369,14464.648529967817,14485.231736826232,14.460598609277753,8580,19.066666666666666,7181696,15959.324444444444,160,4983.751590483795,0.9813519813519813,1.0,0,0,0,14,1,0,0,3.6616202000004705,smoke,100,1010,0.0,3.625,10278.9013671875
central_crn_available_0ms,11,3,417,19,0.7857142857142857,0.36666666666666664,0.007142857142857143,0.6333333333333333,0.9928571428571429,0.5,0.5165420323871209,10549.999999999955,14234.393341875631,0.0,14115.370313655618,14344.387918257351,14379.398265957974,1.0000000000012221,12606,28.013333333333332,8874624,19721.386666666665,238,5807.833133429398,0.9811201015389497,,0,0,0,14,1,0,0,3.2417589999968186,smoke,100,1010,0.0,3.234375,11117.8505859375
central_crn_operational_0ms,11,3,417,19,0.7857142857142857,0.36666666666666664,0.007142857142857143,0.6333333333333333,0.9928571428571429,0.5,0.5165420323871209,10549.999999999955,14234.393341875631,0.0,14115.41387640831,14344.449092054665,14379.454615849723,1.0000000000012221,12606,28.013333333333332,8874624,19721.386666666665,238,5807.833133429398,0.9811201015389497,,0,0,0,14,1,0,0,3.588710700016236,smoke,100,1010,0.0,3.40625,11189.9443359375
distributed_crn_honest,12,2,115,4,0.8571428571428571,0.75,0.017094017094017096,0.25,0.9829059829059829,0.7999999999999999,0.7768974404523403,7399.999999999992,14251.378663454292,207.86260358297704,14190.052572716106,14395.06930369215,14447.00783518448,15.853467069140239,4377,32.909774436090224,5174560,38906.466165413534,103,4165.35920517125,0.9762394334018735,1.0,0,0,0,14,1,0,0,2.3733574000070803,corridor,20,1001,0.0,2.25,4809.70703125
central_crn_available_0ms,12,2,115,4,0.8571428571428571,0.75,0.017094017094017096,0.25,0.9829059829059829,0.7999999999999999,0.7768974404523403,7399.999999999992,14171.809248096504,0.0,14056.990319811,14176.473685753526,14189.522977291745,1.0000000000012221,5571,41.88721804511278,3921984,29488.601503759397,128,5641.433227786914,0.9768443726440496,,0,0,0,14,1,0,0,1.4176116999879014,corridor,20,1001,0.0,1.328125,4912.0673828125
central_crn_operational_0ms,12,2,115,4,0.8571428571428571,0.75,0.017094017094017096,0.25,0.9829059829059829,0.7999999999999999,0.7768974404523403,7399.999999999992,14171.809248096504,0.0,14056.990319811,14176.473685753526,14189.522977291745,1.0000000000012221,5571,41.88721804511278,3921984,29488.601503759397,128,5641.433227786914,0.9768443726440496,,0,0,0,14,1,0,0,1.4168607000028715,corridor,20,1001,0.0,1.296875,4901.1064453125
distributed_crn_honest,12,1,116,4,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7399.999999999992,14249.492511249799,221.41655456616826,14188.603733458227,14407.857289751779,14456.11751885752,13.742020153507895,4327,32.53383458646616,4936384,37115.66917293233,72,4352.608334184524,0.9833602958169633,1.0,0,0,0,13,1,0,0,2.314937600021949,corridor,20,1002,0.0,2.25,4795.2333984375
central_crn_available_0ms,12,1,116,4,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7399.999999999992,14141.836084457504,0.0,14052.85095197373,14128.475290394468,14148.759105630192,1.0000000000012221,5526,41.54887218045113,3890304,29250.406015037595,87,5676.714582700122,0.9842562432138979,,0,0,0,13,1,0,0,1.3996455000014976,corridor,20,1002,0.0,1.40625,4910.322265625
central_crn_operational_0ms,12,1,116,4,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7399.999999999992,14141.836084457504,0.0,14052.17540100141,14128.704638365743,14148.817330202688,1.0000000000012221,5526,41.54887218045113,3890304,29250.406015037595,87,5676.714582700122,0.9842562432138979,,0,0,0,13,1,0,0,1.416398899978958,corridor,20,1002,0.0,1.40625,4892.431640625
distributed_crn_honest,12,1,116,4,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7399.999999999992,14261.61495641183,316.9721605888468,14195.737301395333,14441.823749076526,14493.176235324661,14.988779033735966,4371,32.86466165413534,5240320,39400.9022556391,84,4223.106137123619,0.9807824296499656,1.0,0,0,0,13,1,0,0,2.3851977000012994,corridor,20,1003,0.0,2.34375,4804.08203125
central_crn_available_0ms,12,1,116,4,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7399.999999999992,14160.489614602626,0.0,14055.212533492828,14140.540384275102,14163.143687012145,1.0000000000012221,5546,41.69924812030075,3904384,29356.27067669173,108,5667.845141002682,0.9805265055896142,,0,0,0,13,1,0,0,1.4320718000235502,corridor,20,1003,0.0,1.4375,4913.4482421875
central_crn_operational_0ms,12,1,116,4,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7399.999999999992,14160.489614602626,0.0,14055.212533492828,14140.687841873167,14163.190195467803,1.0000000000012221,5546,41.69924812030075,3904384,29356.27067669173,108,5667.845141002682,0.9805265055896142,,0,0,0,13,1,0,0,1.4124633999890648,corridor,20,1003,0.0,1.375,4904.2998046875
distributed_crn_honest,10,1,116,6,0.9090909090909091,0.625,0.008547008547008548,0.375,0.9914529914529915,0.7407407407407406,0.7280758546857721,7399.999999999992,14218.356848506352,220.09972751268592,14180.815547153223,14375.90794197903,14418.445903576527,14.441721203205304,4294,32.285714285714285,4819616,36237.71428571428,78,4324.460721357986,0.9818351187703773,1.0,0,0,0,11,1,0,0,2.236035699985223,corridor,20,1004,0.0,2.234375,4781.2880859375
central_crn_available_0ms,10,1,116,6,0.9090909090909091,0.625,0.008547008547008548,0.375,0.9914529914529915,0.7407407407407406,0.7280758546857721,7399.999999999992,14173.983862263512,0.0,14057.872874268185,14139.94724381182,14168.014291631944,1.0000000000012221,5551,41.73684210526316,3907904,29382.736842105263,112,5656.4481686184245,0.9798234552332913,,0,0,0,11,1,0,0,1.4332684999972116,corridor,20,1004,0.0,1.40625,4912.310546875
central_crn_operational_0ms,9,1,116,7,0.9,0.5625,0.008547008547008548,0.4375,0.9914529914529915,0.6923076923076923,0.6833973312109892,7399.999999999992,14174.083597941304,0.0,14057.222383529865,14140.054688761842,14168.16967331487,1.0000000000012221,5551,41.73684210526316,3907904,29382.736842105263,112,5656.4481686184245,0.9798234552332913,,0,0,0,10,1,0,0,1.4166882999998052,corridor,20,1004,0.0,1.421875,4904.3173828125
distributed_crn_honest,10,0,117,6,1.0,0.625,0.0,0.375,1.0,0.7692307692307693,0.771046169254443,7399.999999999992,14201.85724526039,260.3715626519727,14165.363814838205,14398.05631407876,14460.867933401416,15.028902820344037,4277,32.1578947368421,4811200,36174.436090225565,98,4343.253897825418,0.9770867430441899,1.0,0,0,0,10,1,0,0,2.1536338000150863,corridor,20,1005,0.0,2.15625,4773.4189453125
central_crn_available_0ms,10,0,117,6,1.0,0.625,0.0,0.375,1.0,0.7692307692307693,0.771046169254443,7399.999999999992,14160.627751441125,0.0,14057.011452158082,14147.742945208283,14164.227962649467,1.0000000000012221,5564,41.83458646616541,3917056,29451.54887218045,122,5644.459946801023,0.9780733285406182,,0,0,0,10,1,0,0,1.3967370000027586,corridor,20,1005,0.0,1.375,4915.6337890625
central_crn_operational_0ms,10,0,117,6,1.0,0.625,0.0,0.375,1.0,0.7692307692307693,0.771046169254443,7399.999999999992,14160.627751441125,0.0,14056.852494888633,14147.758541544717,14164.321701042481,1.0000000000012221,5564,41.83458646616541,3917056,29451.54887218045,122,5644.459946801023,0.9780733285406182,,0,0,0,10,1,0,0,1.472873000020627,corridor,20,1005,0.0,1.453125,4904.0087890625
distributed_crn_honest,11,1,116,5,0.9166666666666666,0.6875,0.008547008547008548,0.3125,0.9914529914529915,0.7857142857142857,0.7709200132055521,7399.999999999992,14269.784052057628,232.31641046067378,14186.576034984686,14434.835153733275,14475.586052943532,17.558581809715786,4312,32.421052631578945,4887584,36748.75187969925,81,4277.8265095752695,0.9812152133580705,1.0,0,0,0,12,1,0,0,2.261335799994413,corridor,20,1006,0.0,2.265625,4793.310546875
central_crn_available_0ms,11,1,116,5,0.9166666666666666,0.6875,0.008547008547008548,0.3125,0.9914529914529915,0.7857142857142857,0.7709200132055521,7399.999999999992,14171.706074975398,0.0,14052.864623326002,14148.98969076339,14167.892786671518,1.0000000000012221,5552,41.744360902255636,3908608,29388.03007518797,107,5660.170631124077,0.9807276657060519,,0,0,0,12,1,0,0,1.4149358000140637,corridor,20,1006,0.0,1.421875,4918.5927734375
central_crn_operational_0ms,11,1,116,5,0.9166666666666666,0.6875,0.008547008547008548,0.3125,0.9914529914529915,0.7857142857142857,0.7709200132055521,7399.999999999992,14171.706074975398,0.0,14052.786144043273,14149.122869266721,14167.927095943533,1.0000000000012221,5552,41.744360902255636,3908608,29388.03007518797,107,5660.170631124077,0.9807276657060519,,0,0,0,12,1,0,0,1.4160839000251144,corridor,20,1006,0.0,1.40625,4905.9443359375
distributed_crn_honest,12,1,116,4,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7399.999999999992,14268.45860599321,229.67556261462468,14203.17317351396,14421.635327721273,14467.451431051932,13.199451882440627,4365,32.81954887218045,4995552,37560.54135338346,100,4224.564639652569,0.97709049255441,1.0,0,0,0,13,1,0,0,2.285569999978179,corridor,20,1007,0.0,2.296875,4803.3125
central_crn_available_0ms,12,1,116,4,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7399.999999999992,14148.166353685656,0.0,14055.554672326494,14142.67065266908,14168.42284971389,1.0000000000012221,5565,41.8421052631579,3917760,29456.842105263157,127,5634.43009236314,0.9771787960467205,,0,0,0,13,1,0,0,1.4169736999901943,corridor,20,1007,0.0,1.421875,4917.310546875
central_crn_operational_0ms,12,1,116,4,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7399.999999999992,14148.166353685656,0.0,14055.554672326494,14142.67065266908,14168.42284971389,1.0000000000012221,5565,41.8421052631579,3917760,29456.842105263157,127,5634.43009236314,0.9771787960467205,,0,0,0,13,1,0,0,1.4141969999764115,corridor,20,1007,0.0,1.390625,4904.029296875
distributed_crn_honest,12,1,116,4,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7399.999999999992,14235.8711364507,226.7908099589005,14193.074561246145,14387.587752978663,14433.538897984827,15.721537083810588,4324,32.51127819548872,5040896,37901.47368421053,73,4343.564509067793,0.9831174838112858,1.0,0,0,0,13,1,0,0,2.2820517000218388,corridor,20,1008,0.0,2.28125,4791.1572265625
central_crn_available_0ms,12,1,116,4,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7399.999999999992,14149.313160315818,0.0,14055.876337747919,14135.531197119231,14158.150717792823,1.0000000000012221,5529,41.57142857142857,3892416,29266.285714285714,94,5670.1961454152415,0.9829987339482728,,0,0,0,13,1,0,0,1.4149253999930806,corridor,20,1008,0.0,1.40625,4907.478515625
central_crn_operational_0ms,12,1,116,4,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7399.999999999992,14149.313160315818,0.0,14055.876337747919,14135.531197119231,14158.150717792823,1.0000000000012221,5529,41.57142857142857,3892416,29266.285714285714,94,5670.1961454152415,0.9829987339482728,,0,0,0,13,1,0,0,1.400788900005864,corridor,20,1008,0.0,1.40625,4891.455078125
distributed_crn_honest,12,1,116,4,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7399.999999999992,14268.979138593737,244.3491781815592,14198.040368893551,14459.649404279111,14509.054590032958,15.885425718478528,4371,32.86466165413534,5107424,38401.68421052631,87,4200.64738667445,0.9800960878517502,1.0,0,0,0,13,1,0,0,2.2772235999873374,corridor,20,1009,0.0,2.234375,4807.046875
central_crn_available_0ms,12,1,116,4,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7399.999999999992,14160.336712440749,0.0,14055.523873224573,14140.606278908956,14159.85716566354,1.0000000000012221,5559,41.796992481203006,3913536,29425.082706766916,115,5649.489311027321,0.9793128260478503,,0,0,0,13,1,0,0,1.4410050000005867,corridor,20,1009,0.0,1.421875,4919.52734375
central_crn_operational_0ms,12,1,116,4,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7399.999999999992,14160.336712440749,0.0,14055.523873224573,14140.606278908956,14159.85716566354,1.0000000000012221,5559,41.796992481203006,3913536,29425.082706766916,115,5649.489311027321,0.9793128260478503,,0,0,0,13,1,0,0,1.508160900004441,corridor,20,1009,0.0,1.46875,5007.41015625
distributed_crn_honest,11,1,116,5,0.9166666666666666,0.6875,0.008547008547008548,0.3125,0.9914529914529915,0.7857142857142857,0.7709200132055521,7399.999999999992,14249.662529473471,232.03692588796108,14172.151134243517,14399.84622576086,14442.578009854105,14.570454006048548,4333,32.578947368421055,4927968,37052.39097744361,78,4304.0011959704625,0.9819986152780983,1.0,0,0,0,12,1,0,0,2.277203899982851,corridor,20,1010,0.0,2.265625,4791.46484375
central_crn_available_0ms,11,1,116,5,0.9166666666666666,0.6875,0.008547008547008548,0.3125,0.9914529914529915,0.7857142857142857,0.7709200132055521,7399.999999999992,14163.861800431236,0.0,14057.887836615833,14151.017075760972,14162.078434880323,1.0000000000012221,5550,41.72932330827068,3907200,29377.443609022557,111,5653.139287928086,0.98,,0,0,0,12,1,0,0,1.4913808999990579,corridor,20,1010,0.0,1.46875,4967.810546875
central_crn_operational_0ms,11,1,116,5,0.9166666666666666,0.6875,0.008547008547008548,0.3125,0.9914529914529915,0.7857142857142857,0.7709200132055521,7399.999999999992,14163.861800431236,0.0,14057.887836615833,14151.017075760972,14162.078434880323,1.0000000000012221,5550,41.72932330827068,3907200,29377.443609022557,111,5653.139287928086,0.98,,0,0,0,12,1,0,0,1.4937162999995053,corridor,20,1010,0.0,1.46875,4945.591796875
distributed_crn_honest,27,3,231,5,0.9,0.84375,0.01282051282051282,0.15625,0.9871794871794872,0.870967741935484,0.8545361900901783,7750.0,14479.27376723337,549.1540437341527,14380.756999372154,14786.421956624114,14829.71785689899,15.714443640492526,8776,32.99248120300752,10002528,37603.48872180451,175,4743.960865705219,0.9800592525068368,1.0,0,0,0,30,1,0,0,4.756751399982022,corridor,40,1001,0.0,4.65625,9419.74609375
central_crn_available_0ms,27,3,231,5,0.9,0.84375,0.01282051282051282,0.15625,0.9871794871794872,0.870967741935484,0.8545361900901783,7750.0,14264.314291362465,0.0,14096.949484511604,14253.857886024189,14301.178446449834,1.0000000000012221,11048,41.53383458646616,7777792,29239.81954887218,206,5970.193039826567,0.9813540912382331,,0,0,0,30,1,0,0,3.016025399992941,corridor,40,1001,0.0,2.9375,9827.478515625
central_crn_operational_0ms,27,3,231,5,0.9,0.84375,0.01282051282051282,0.15625,0.9871794871794872,0.870967741935484,0.8545361900901783,7750.0,14264.314291362465,0.0,14096.949484511604,14253.857886024189,14301.178446449834,1.0000000000012221,11048,41.53383458646616,7777792,29239.81954887218,206,5970.193039826567,0.9813540912382331,,0,0,0,30,1,0,0,2.924559200007934,corridor,40,1001,0.0,2.890625,9813.814453125
distributed_crn_honest,26,3,231,6,0.896551724137931,0.8125,0.01282051282051282,0.1875,0.9871794871794872,0.8524590163934426,0.8346909444100639,7750.0,14631.9730804729,627.6462937568435,14386.310683327956,14884.928793047156,14986.307045669111,15.97511494113774,8634,32.45864661654135,9880768,37145.74436090225,162,4783.507927538786,0.9812369701181376,1.0,0,0,0,29,1,0,0,4.664076999993995,corridor,40,1002,0.0,4.59375,9328.6923828125
central_crn_available_0ms,26,3,231,6,0.896551724137931,0.8125,0.01282051282051282,0.1875,0.9871794871794872,0.8524590163934426,0.8346909444100639,7750.0,14243.078063621988,0.0,14098.20381069031,14271.474602672804,14307.100048812226,1.0000000000012221,11031,41.46992481203007,7765824,29194.82706766917,203,5973.828107696848,0.9815066630405221,,0,0,0,29,1,0,0,2.8254629999864846,corridor,40,1002,0.0,2.796875,9728.990234375
central_crn_operational_0ms,26,3,231,6,0.896551724137931,0.8125,0.01282051282051282,0.1875,0.9871794871794872,0.8524590163934426,0.8346909444100639,7750.0,14243.078063621988,0.0,14098.321890415826,14271.794547230993,14307.134512924122,1.0000000000012221,11031,41.46992481203007,7765824,29194.82706766917,203,5973.828107696848,0.9815066630405221,,0,0,0,29,1,0,0,2.818330500012962,corridor,40,1002,0.0,2.78125,9719.748046875
distributed_crn_honest,25,2,232,7,0.9259259259259259,0.78125,0.008547008547008548,0.21875,0.9914529914529915,0.847457627118644,0.8323666646724434,7750.0,14517.92014554821,514.8524987740082,14295.751654634842,14709.873980695796,14761.726139154618,14.992467693295097,8692,32.67669172932331,9349568,35148.75187969925,171,4804.499021779045,0.9803267372296365,1.0,0,0,0,27,1,0,0,4.427675299986731,corridor,40,1003,0.0,4.40625,9341.5078125
central_crn_available_0ms,25,2,232,7,0.9259259259259259,0.78125,0.008547008547008548,0.21875,0.9914529914529915,0.847457627118644,0.8323666646724434,7750.0,14245.292269374559,0.0,14096.935596465188,14249.469918377119,14295.536232958942,1.0000000000012221,11057,41.567669172932334,7784128,29263.639097744363,218,5971.640192457622,0.9802839829971963,,0,0,0,27,1,0,0,2.9970326999900863,corridor,40,1003,0.0,2.984375,9908.5634765625
central_crn_operational_0ms,25,2,232,7,0.9259259259259259,0.78125,0.008547008547008548,0.21875,0.9914529914529915,0.847457627118644,0.8323666646724434,7750.0,14245.292269374559,0.0,14096.42357376918,14249.555550772211,14295.603749266773,1.0000000000012221,11057,41.567669172932334,7784128,29263.639097744363,218,5971.640192457622,0.9802839829971963,,0,0,0,27,1,0,0,2.9832932999997865,corridor,40,1003,0.0,2.984375,9797.8603515625
distributed_crn_honest,26,3,231,6,0.896551724137931,0.8125,0.01282051282051282,0.1875,0.9871794871794872,0.8524590163934426,0.8346909444100639,7750.0,14587.098388198468,599.6631893621325,14373.46048831791,14844.555275577255,14949.347942165698,13.984908465286592,8703,32.71804511278196,10120096,38045.47368421053,177,4830.237683034837,0.979662185453292,1.0,0,0,0,29,1,0,0,4.758849799982272,corridor,40,1004,0.0,4.75,9351.123046875
central_crn_available_0ms,26,3,231,6,0.896551724137931,0.8125,0.01282051282051282,0.1875,0.9871794871794872,0.8524590163934426,0.8346909444100639,7750.0,14274.195989282605,0.0,14096.997297663731,14254.732738942907,14307.329551275096,1.0000000000012221,11071,41.6203007518797,7793984,29300.69172932331,232,5962.436959985904,0.979044350103875,,0,0,0,29,1,0,0,2.8483704999962356,corridor,40,1004,0.0,2.84375,9745.408203125
central_crn_operational_0ms,26,3,231,6,0.896551724137931,0.8125,0.01282051282051282,0.1875,0.9871794871794872,0.8524590163934426,0.8346909444100639,7750.0,14274.195989282605,0.0,14098.067335652884,14255.1365557227,14307.586217510965,1.0000000000012221,11071,41.6203007518797,7793984,29300.69172932331,232,5962.436959985904,0.979044350103875,,0,0,0,29,1,0,0,3.003005899983691,corridor,40,1004,0.0,3.015625,9825.666015625
distributed_crn_honest,24,2,232,8,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7750.0,14507.706046306317,578.718611868461,14346.248099901466,14743.078628555924,14809.689452789258,15.190425134482322,8615,32.38721804511278,9777920,36759.0977443609,161,4839.701409840728,0.9813116656993616,1.0,0,0,0,26,1,0,0,4.648153599991929,corridor,40,1005,0.0,4.609375,9339.6025390625
central_crn_available_0ms,24,2,232,8,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7750.0,14260.41486216735,0.0,14097.009167510794,14256.918660688962,14281.00787034437,1.0000000000012221,11047,41.53007518796993,7777088,29237.17293233083,212,5973.159621979171,0.9808092694849281,,0,0,0,26,1,0,0,2.896128399996087,corridor,40,1005,0.0,2.875,9733.794921875
central_crn_operational_0ms,24,2,232,8,0.9230769230769231,0.75,0.008547008547008548,0.25,0.9914529914529915,0.8275862068965517,0.8122210574969772,7750.0,14260.41486216735,0.0,14097.72438832222,14257.355403691556,14281.021904097157,1.0000000000012221,11047,41.53007518796993,7777088,29237.17293233083,212,5973.159621979171,0.9808092694849281,,0,0,0,26,1,0,0,2.8889188999892212,corridor,40,1005,0.0,2.859375,9730.248046875
distributed_crn_honest,26,2,232,6,0.9285714285714286,0.8125,0.008547008547008548,0.1875,0.9914529914529915,0.8666666666666666,0.852208927026802,7750.0,14505.77286959034,486.977834310567,14360.349394194465,14765.329181534382,14844.03278938493,16.765235890733262,8628,32.43609022556391,9419616,35412.09022556391,172,4791.617268299838,0.9800649049605934,1.0,0,0,0,28,1,0,0,4.475641099998029,corridor,40,1006,0.0,4.328125,9330.953125
central_crn_available_0ms,26,2,232,6,0.9285714285714286,0.8125,0.008547008547008548,0.1875,0.9914529914529915,0.8666666666666666,0.852208927026802,7750.0,14261.036696149722,0.0,14098.827339216517,14247.513474568459,14296.06943312536,1.0000000000012221,11065,41.597744360902254,7789760,29284.812030075187,226,5960.991472210024,0.9795752372345232,,0,0,0,28,1,0,0,2.816739600006258,corridor,40,1006,0.0,2.734375,9742.9296875
central_crn_operational_0ms,26,2,232,6,0.9285714285714286,0.8125,0.008547008547008548,0.1875,0.9914529914529915,0.8666666666666666,0.852208927026802,7750.0,14261.036696149722,0.0,14098.721157167887,14247.537710270093,14296.096140609145,1.0000000000012221,11065,41.597744360902254,7789760,29284.812030075187,226,5960.991472210024,0.9795752372345232,,0,0,0,28,1,0,0,2.9443238000094425,corridor,40,1006,0.0,2.859375,9823.796875
distributed_crn_honest,25,2,232,7,0.9259259259259259,0.78125,0.008547008547008548,0.21875,0.9914529914529915,0.847457627118644,0.8323666646724434,7750.0,14495.458947466932,538.7618976177371,14298.691708461356,14777.772015988838,14820.197172113449,13.575003010787867,8665,32.57518796992481,9445664,35510.015037593985,159,4817.336539967202,0.9816503173687248,1.0,0,0,0,27,1,0,0,4.307426099985605,corridor,40,1007,0.0,4.28125,9361.0361328125
central_crn_available_0ms,25,2,232,7,0.9259259259259259,0.78125,0.008547008547008548,0.21875,0.9914529914529915,0.847457627118644,0.8323666646724434,7750.0,14235.493798299312,0.0,14095.430614564126,14264.265869105495,14303.539689140505,1.0000000000012221,11047,41.53007518796993,7777088,29237.17293233083,210,5970.719451073042,0.9809903141124288,,0,0,0,27,1,0,0,2.7941787999880034,corridor,40,1007,0.0,2.765625,9736.3330078125
